iter	Logloss
454	0.309277989
455	0.3089217095
456	0.3086563965
457	0.3083533806
458	0.3081042454
459	0.3079700709
460	0.307704172
461	0.3074766012
462	0.3072693569
463	0.3069781576
464	0.3068432731
465	0.3066560595
466	0.3064780814
467	0.3062239456
468	0.3059578616
469	0.3056916566
470	0.3054311412
471	0.3052804676
472	0.3050245011
473	0.3049638408
474	0.3047582197
475	0.304642538
476	0.3043112138
477	0.3041070225
478	0.3037089989
479	0.3035058266
480	0.3032415081
481	0.3029172582
482	0.3026832597
483	0.3024489437
484	0.3022720342
485	0.3020401416
486	0.3017221446
487	0.3014120998
488	0.30126899
489	0.3011593119
490	0.3010366422
491	0.3007765418
492	0.3005379828
493	0.3002969435
494	0.3000246435
495	0.2998780519
496	0.2996490421
497	0.2995239322
498	0.2992799929
499	0.2991325451
500	0.2989720817
501	0.2987853672
502	0.2984864873
503	0.2981127638
504	0.2979015446
505	0.2976852662
506	0.2975634723
507	0.2973590702
508	0.2971893476
509	0.2968217534
510	0.2965765116
511	0.2963555353
512	0.2961457995
513	0.2960048832
514	0.2958857246
515	0.2956571249
516	0.2952849995
517	0.2950745097
518	0.2948858054
519	0.2947572784
520	0.2945058963
521	0.2943602743
522	0.2941777803
523	0.293908804
524	0.2935608594
525	0.2931550014
526	0.2930218786
527	0.2927432969
528	0.2924727284
529	0.2922599966
530	0.2921289997
531	0.2918523454
532	0.2916561204
533	0.2911548809
534	0.29098413
535	0.2908494757
536	0.290552925
537	0.2903142051
538	0.2900152126
539	0.2899166249
540	0.2895044109
541	0.289419775
542	0.2891644238
543	0.2886979968
544	0.2883233494
545	0.2881643128
546	0.2878047499
547	0.2876078731
548	0.2874210752
549	0.2871513838
550	0.2867446707
551	0.2865517507
552	0.2862767371
553	0.2860059121
554	0.2857930464
555	0.2855225684
556	0.2852091382
557	0.2848827808
558	0.284625331
559	0.2844596526
560	0.2842566028
561	0.2841900231
562	0.2840374759
563	0.2838062318
564	0.2835418252
565	0.2833021628
566	0.2831491389
567	0.2829386379
568	0.2826611928
569	0.2824272375
570	0.2822272462
571	0.2820589157
572	0.2817726144
573	0.2815424537
574	0.2813759679
575	0.2811058256
576	0.2808729211
577	0.2805949922
578	0.2804599392
579	0.2802169925
580	0.2800455467
581	0.2798226248
582	0.2797300724
583	0.2794633138
584	0.2793209285
585	0.2791387001
586	0.2789142206
587	0.2787975358
588	0.2786276479
589	0.2783273479
590	0.2781131118
591	0.2779213314
592	0.2776939007
593	0.2773700669
594	0.2773046683
595	0.2770805585
596	0.276783787
597	0.2763771159
598	0.2761720179
599	0.2759371352
600	0.2756655031
601	0.2755009505
602	0.2751727962
603	0.2749410368
604	0.2745914133
605	0.2743991048
606	0.2742614064
607	0.2741899032
608	0.2738394162
609	0.273734233
610	0.2736096417
611	0.2734595226
612	0.2730787087
613	0.2727584627
614	0.2725239644
615	0.2723959192
616	0.2721937234
617	0.2718691538
618	0.2716079661
619	0.2714279888
620	0.271265288
621	0.2711281121
622	0.270841856
623	0.2705329549
624	0.2702482028
625	0.27001265
626	0.2696253946
627	0.2693826785
628	0.2691535438
629	0.26897123
630	0.2689009087
631	0.2687922187
632	0.2684813948
633	0.268310668
634	0.2680703776
635	0.2677883873
636	0.2674215698
637	0.2672652305
638	0.2670035725
639	0.2669164788
640	0.2667166307
641	0.2664760835
642	0.2663201304
643	0.2660362882
644	0.2659242743
645	0.2657057
646	0.2654539368
647	0.2652349662
648	0.2648976176
649	0.264811315
650	0.2644710311
651	0.2641836338
652	0.2637488654
653	0.2634902972
654	0.263338382
655	0.2632048536
656	0.263050811
657	0.2629044169
658	0.262752055
659	0.2625249859
660	0.2622229875
661	0.2620591588
662	0.2617658754
663	0.2615894875
664	0.2612539328
665	0.2610013494
666	0.2608784944
667	0.2607528983
668	0.2605929782
669	0.2605225874
670	0.2603261027
671	0.2600986829
672	0.2598515256
673	0.2597507652
674	0.2593159247
675	0.2591161986
676	0.2589722783
677	0.2588201973
678	0.258550767
679	0.2581563715
680	0.2578348164
681	0.2575916248
682	0.2574313072
683	0.2572160504
684	0.2571079969
685	0.2570340511
686	0.256951357
687	0.2568312255
688	0.256690418
689	0.256478617
690	0.2560651176
691	0.2558638487
692	0.2557087222
693	0.2555891077
694	0.255235459
695	0.2549082651
696	0.2547453133
697	0.2545805135
698	0.2543532595
699	0.2539179529
700	0.2538436608
701	0.2537791303
702	0.2535994267
703	0.2533950692
704	0.2532410098
705	0.2531433886
706	0.2530644515
707	0.2527806206
708	0.2526214746
709	0.2524500682
710	0.2523100075
711	0.2521595715
712	0.252019706
713	0.2518264553
714	0.2516534211
715	0.2514779584
716	0.251324146
717	0.2510549675
718	0.2509114881
719	0.2506671802
720	0.2505149303
721	0.2503650277
722	0.2502078959
723	0.2498812667
724	0.2496192905
725	0.2494953382
726	0.2492069854
727	0.2490748839
728	0.2487348384
729	0.248648376
730	0.2484112866
731	0.2483070181
732	0.2481393416
733	0.2479909617
734	0.2477893931
735	0.2476032913
736	0.2472993319
737	0.2472087089
738	0.2470522971
739	0.2468499092
740	0.2466920512
741	0.2464950884
742	0.2463773323
743	0.2461215563
744	0.2457988215
745	0.2456618339
746	0.2454823915
747	0.2452838236
748	0.2450256903
749	0.2448956498
750	0.2446531158
751	0.2445321146
752	0.244424795
753	0.2441643027
754	0.2440029379
755	0.2438972355
756	0.2437520705
757	0.2434887129
758	0.2434137486
759	0.2432899582
760	0.2432222508
761	0.2430373071
762	0.2428761862
763	0.242585015
764	0.2424440622
765	0.2423680783
766	0.2421331157
767	0.2419140159
768	0.2416865635
769	0.2415618505
770	0.2413526637
771	0.2411704049
772	0.2409050874
773	0.2406886431
774	0.2405101271
775	0.2403637841
776	0.2401295644
777	0.2399421259
778	0.2397720272
779	0.239581011
780	0.2394171602
781	0.2392095235
782	0.2389728848
783	0.238468842
784	0.2382435035
785	0.2381685167
786	0.2379150821
787	0.2376132018
788	0.2374110698
789	0.2371709158
790	0.2370195452
791	0.2367561881
792	0.236525241
793	0.2361664905
794	0.2359965051
795	0.2358465367
796	0.2356899827
797	0.2354815575
798	0.235243792
799	0.2350862827
800	0.234919077
801	0.234611753
802	0.2343486241
803	0.2341553273
804	0.2339466124
805	0.233736765
806	0.2334300386
807	0.2332112438
808	0.2330897068
809	0.2328378319
810	0.2327116498
811	0.2325889881
812	0.2322982971
813	0.2321934265
814	0.232055523
815	0.231874379
816	0.2316176744
817	0.2315096685
818	0.2313207854
819	0.2312375201
820	0.2309956154
821	0.2308708243
822	0.2307813821
823	0.2306919321
824	0.2306092276
825	0.2303930637
826	0.230108328
827	0.2298564642
828	0.2296641396
829	0.2295414318
830	0.2293058985
831	0.229097269
832	0.2288585774
833	0.2285069404
834	0.2282883578
835	0.2280877624
836	0.227907187
837	0.2276791746
838	0.2275292462
839	0.2273244711
840	0.2271696883
841	0.2269901269
842	0.2268933895
843	0.226587622
844	0.2263047857
845	0.2262221297
846	0.2260615518
847	0.2258364457
848	0.2256397938
849	0.2254607881
850	0.225332665
851	0.2249379057
852	0.2248004809
853	0.2246336645
854	0.2244122854	0.2094598723
855	0.2092795096
856	0.2090789858
857	0.2088961641
858	0.2087979908
859	0.2086731304
860	0.2084850595
861	0.2082134909
862	0.2080152212
863	0.2078579674
864	0.2077145222
865	0.2074287982
866	0.2071918456
867	0.2071093725
868	0.206955224
869	0.2068143324
870	0.2065174323
871	0.2063115963
872	0.2060716487
873	0.2059776369
874	0.2058004899
875	0.2054739077
876	0.2052584404
877	0.2050479069
878	0.204832345
879	0.2044231951
880	0.2041780614
881	0.2040466908
882	0.203818471
883	0.203576884
884	0.2034384357
885	0.2033773375
886	0.2030544123
887	0.2029556716
888	0.2027164806
889	0.2023510263
890	0.2020673673
891	0.2016937634
892	0.2016079485
893	0.2012851494
894	0.2011464332
895	0.2009989841
896	0.2006137312
897	0.2004205846
898	0.2002833185
899	0.2001551794
900	0.2000858212
901	0.1999203863
902	0.1998151038
903	0.1995003125
904	0.1993424597
905	0.1991400758
906	0.1988360507
907	0.1986248395
908	0.1982651072
909	0.1981371415
910	0.1979305803
911	0.1977664853
912	0.1976564581
913	0.1975941776
914	0.1974056496
915	0.1973226878
916	0.1972118882
917	0.1970618067
918	0.1968155538
919	0.1967565363
920	0.1966253233
921	0.1965120174
922	0.1962291781
923	0.1960410126
924	0.1957637535
925	0.195697816
926	0.1956660058
927	0.1954249075
928	0.1952084943
929	0.1950979785
930	0.1950182954
931	0.1949815987
932	0.1948518044
933	0.1947651067
934	0.1945228577
935	0.1943200167
936	0.1941438155
937	0.1939928354
938	0.1938677386
939	0.1937541646
940	0.1936424823
941	0.1934912185
942	0.1934223017
943	0.1932247572
944	0.1931365462
945	0.1928680515
946	0.1926973516
947	0.1924731357
948	0.1921684171
949	0.1919822535
950	0.1918078651
951	0.1916839032
952	0.1915578606
953	0.1915215421
954	0.1914035072
955	0.1912774803
956	0.1911308667
957	0.191052492
958	0.1909037503
959	0.190660256
960	0.1906348772
961	0.1903418076
962	0.1900873105
963	0.1898446832
964	0.189650244
965	0.1895147749
966	0.1893529498
967	0.1891660296
968	0.1889841064
969	0.1888566135
970	0.1887129949
971	0.1885554889
972	0.188395981
973	0.188284803
974	0.1881591545
975	0.1879264579
976	0.1877497208
977	0.1876432561
978	0.1874859865
979	0.1874036552
980	0.1872281792
981	0.1870859477
982	0.186840215
983	0.1866328657
984	0.186453906
985	0.1861250696
986	0.1860247841
987	0.1858574891
988	0.1856763855
989	0.1856350071
990	0.1854823246
991	0.1853443335
992	0.1851263598
993	0.1849529172
994	0.1848642649
995	0.1847713565
996	0.1845419545
997	0.1844076046
998	0.184219518
999	0.1840475098
92
